Cycle,RUL,SOH
128,1708,0.972005818
129,1707,0.972043818
130,1706,0.972037727
131,1705,0.972012
132,1704,0.972070182
133,1703,0.972084273
134,1702,0.972048364
135,1701,0.971940091
136,1700,0.971982182
137,1699,0.972076909
138,1698,0.971019182
139,1697,0.97215
140,1696,0.972135818
141,1695,0.972161273
142,1694,0.972121636
143,1693,0.972118636
144,1692,0.971025091
145,1691,0.972146
146,1690,0.972108364
147,1689,0.972030455
148,1688,0.972056
149,1687,0.972016182
150,1686,0.972017909
151,1685,0.971882545
152,1684,0.971916364
153,1683,0.971848182
154,1682,0.970814364
155,1681,0.971826
156,1680,0.971738545
157,1679,0.971746364
158,1678,0.971581818
159,1677,0.971648273
160,1676,0.971576636
161,1675,0.970488182
162,1674,0.971647818
163,1673,0.971576182
164,1672,0.971605818
165,1671,0.971722364
166,1670,0.971560545
167,1669,0.971578364
168,1668,0.971656273
169,1667,0.971693091
170,1666,0.971575909
171,1665,0.971751182
172,1664,0.971716273
173,1663,0.971662
174,1662,0.971638727
175,1661,0.971643909
176,1660,0.971620636
177,1659,0.971558545
178,1658,0.971490364
179,1657,0.971503455
180,1656,0.971513455
181,1655,0.971417636
182,1654,0.971351091
183,1653,0.971347727
184,1652,0.971296455
185,1651,0.971388364
186,1650,0.971352818
187,1649,0.971264727
188,1648,0.971212727
189,1647,0.971109455
190,1646,0.971189455
191,1645,0.971137727
192,1644,0.971007909
193,1643,0.971067364
194,1642,0.971181818
195,1641,0.971110364
196,1640,0.971170909
197,1639,0.971205
198,1638,0.971139636
199,1637,0.971135182
200,1636,0.969994091
201,1635,0.971057455
202,1634,0.971045364
203,1633,0.971011455
204,1632,0.971046
205,1631,0.970976818
206,1630,0.971022
207,1629,0.970893455
208,1628,0.970898909
209,1627,0.970985818
210,1626,0.971026273
211,1625,0.970892455
212,1624,0.969760818
213,1623,0.970854909
214,1622,0.968611909
215,1621,0.970821909
216,1620,0.970776091
217,1619,0.970787545
218,1618,0.970894636
219,1617,0.970709545
220,1616,0.970653
221,1615,0.970623455
222,1614,0.970633818
223,1613,0.970728182
224,1612,0.970571909
225,1611,0.969465455
226,1610,0.969426
227,1609,0.970570091
228,1608,0.969422909
229,1607,0.970485818
230,1606,0.969343
231,1605,0.970490273
232,1604,0.970482727
233,1603,0.970457545
234,1602,0.970277273
235,1601,0.970222909
236,1600,0.970272909
237,1599,0.970250273
238,1598,0.970291
239,1597,0.970289818
240,1596,0.969108455
241,1595,0.970187818
242,1594,0.970230182
243,1593,0.970188364
244,1592,0.970196273
245,1591,0.970156545
246,1590,0.970126182
247,1589,0.970103091
248,1588,0.969998818
249,1587,0.970113636
250,1586,0.970083
251,1585,0.969968455
252,1584,0.969840091
253,1583,0.969731273
254,1582,0.969867273
255,1581,0.969822545
256,1580,0.969831091
257,1579,0.969845636
258,1578,0.969611
259,1577,0.969732818
260,1576,0.969702091
261,1575,0.969718364
262,1574,0.969663273
263,1573,0.969687273
264,1572,0.969490182
265,1571,0.969508091
266,1570,0.969493636
267,1569,0.969453909
268,1568,0.969567545
269,1567,0.969567364
270,1566,0.969503273
271,1565,0.969560182
272,1564,0.969531455
273,1563,0.969511909
274,1562,0.969535545
275,1561,0.969472909
276,1560,0.969445091
277,1559,0.969438
278,1558,0.969391091
279,1557,0.969348455
280,1556,0.969329091
281,1555,0.969279636
282,1554,0.969166182
283,1553,0.969086091
284,1552,0.969130455
285,1551,0.969063545
286,1550,0.969122909
287,1549,0.969055455
288,1548,0.969112091
289,1547,0.969078545
290,1546,0.968939455
291,1545,0.968925636
292,1544,0.968852182
293,1543,0.968704091
294,1542,0.968823727
295,1541,0.968713455
296,1540,0.968737818
297,1539,0.968723545
298,1538,0.968789
299,1537,0.968784636
300,1536,0.968763545
301,1535,0.968777636
302,1534,0.968653909
303,1533,0.968646091
304,1532,0.968492182
305,1531,0.968541091
306,1530,0.968502364
307,1529,0.968421091
308,1528,0.968389091
309,1527,0.968371727
310,1526,0.968368636
311,1525,0.968474818
312,1524,0.968382364
313,1523,0.967208727
314,1522,0.968308273
315,1521,0.968236727
316,1520,0.968288818
317,1519,0.967100455
318,1518,0.967077909
319,1517,0.968142455
320,1516,0.968141545
321,1515,0.968137545
322,1514,0.968178
323,1513,0.968033636
324,1512,0.968026636
325,1511,0.968023364
326,1510,0.967997727
327,1509,0.968011182
328,1508,0.968074545
329,1507,0.968006818
330,1506,0.96763
331,1505,0.967849818
332,1504,0.967858091
333,1503,0.967878636
334,1502,0.967783909
335,1501,0.967817091
336,1500,0.966661182
337,1499,0.967722273
338,1498,0.967715091
339,1497,0.967581364
340,1496,0.967675364
341,1495,0.967683182
342,1494,0.967574909
343,1493,0.967612727
344,1492,0.967513455
345,1491,0.967565091
346,1490,0.967495545
347,1489,0.967388727
348,1488,0.967437636
349,1487,0.967387818
350,1486,0.967366364
351,1485,0.967401455
352,1484,0.967353818
353,1483,0.967380545
354,1482,0.967400818
355,1481,0.967423727
356,1480,0.967363273
357,1479,0.967421818
358,1478,0.967402909
359,1477,0.967329636
360,1476,0.967283364
361,1475,0.967204545
362,1474,0.967229727
363,1473,0.967208909
364,1472,0.967206
365,1471,0.967104
366,1470,0.967136545
367,1469,0.966979545
368,1468,0.967050727
369,1467,0.965887636
370,1466,0.966969909
371,1465,0.966993364
372,1464,0.966877545
373,1463,0.966894636
374,1462,0.966822091
375,1461,0.965710909
376,1460,0.966674
377,1459,0.966622818
378,1458,0.966643818
379,1457,0.966638364
380,1456,0.966595909
381,1455,0.966635273
382,1454,0.966628545
383,1453,0.966672455
384,1452,0.966599455
385,1451,0.966601545
386,1450,0.96661
387,1449,0.966560091
388,1448,0.966537909
389,1447,0.966524364
390,1446,0.966509
391,1445,0.963056636
392,1444,0.966382636
393,1443,0.966314727
394,1442,0.966315091
395,1441,0.966251091
396,1440,0.965131273
397,1439,0.966193
398,1438,0.966196727
399,1437,0.966158273
400,1436,0.966196182
401,1435,0.966144182
402,1434,0.966027364
403,1433,0.966007182
404,1432,0.966010455
405,1431,0.965986182
406,1430,0.965916636
407,1429,0.965850273
408,1428,0.965795
409,1427,0.965697636
410,1426,0.965723818
411,1425,0.965791
412,1424,0.965815818
413,1423,0.965811545
414,1422,0.965713182
415,1421,0.965728182
416,1420,0.964595636
417,1419,0.965685636
418,1418,0.965673455
419,1417,0.965660182
420,1416,0.965596545
421,1415,0.965588091
422,1414,0.965444818
423,1413,0.964390818
424,1412,0.965472273
425,1411,0.965485
426,1410,0.965401818
427,1409,0.965418818
428,1408,0.965427818
429,1407,0.964263
430,1406,0.965359455
431,1405,0.965207455
432,1404,0.965293636
433,1403,0.965177545
434,1402,0.965096273
435,1401,0.965033545
436,1400,0.965025273
437,1399,0.964898182
438,1398,0.964990455
439,1397,0.964756545
440,1396,0.964756091
441,1395,0.964669
442,1394,0.964697182
443,1393,0.964826545
444,1392,0.964806818
445,1391,0.964855909
446,1390,0.964819727
447,1389,0.964823182
448,1388,0.964783364
449,1387,0.964795818
450,1386,0.963678818
451,1385,0.964672545
452,1384,0.964613818
453,1383,0.964667545
454,1382,0.964568545
455,1381,0.964578182
456,1380,0.964623182
457,1379,0.964520636
458,1378,0.964429818
459,1377,0.964455273
460,1376,0.964414182
461,1375,0.963267636
462,1374,0.964173273
463,1373,0.964358818
464,1372,0.964251455
465,1371,0.964163455
466,1370,0.964194
467,1369,0.964084182
468,1368,0.964109182
469,1367,0.964135455
470,1366,0.964087364
471,1365,0.964059364
472,1364,0.963903091
473,1363,0.963891182
474,1362,0.963868273
475,1361,0.963959909
476,1360,0.963923636
477,1359,0.963859091
478,1358,0.963814727
479,1357,0.963852091
480,1356,0.963811727
481,1355,0.963674545
482,1354,0.963675091
483,1353,0.963639273
484,1352,0.963581909
485,1351,0.963548818
486,1350,0.963534727
487,1349,0.963509545
488,1348,0.963465364
489,1347,0.962306182
490,1346,0.963359818
491,1345,0.963268182
492,1344,0.963194727
493,1343,0.963137
494,1342,0.963153727
495,1341,0.963031636
496,1340,0.962998727
497,1339,0.962991455
498,1338,0.962918636
499,1337,0.962857455
500,1336,0.962736364
501,1335,0.961684818
502,1334,0.961569
503,1333,0.962618909
504,1332,0.962600091
505,1331,0.962628273
506,1330,0.962563818
507,1329,0.962504818
508,1328,0.962563455
509,1327,0.962678182
510,1326,0.962610818
511,1325,0.962680273
512,1324,0.962679636
513,1323,0.962485545
514,1322,0.962638727
515,1321,0.962611091
516,1320,0.962546
517,1319,0.961440727
518,1318,0.962524455
519,1317,0.962458273
520,1316,0.962408455
521,1315,0.961206
522,1314,0.962346364
523,1313,0.962267818
524,1312,0.962260455
525,1311,0.962189182
526,1310,0.962132909
527,1309,0.962113273
528,1308,0.962034364
529,1307,0.962015364
530,1306,0.961971
531,1305,0.961925
532,1304,0.961864182
533,1303,0.960658364
534,1302,0.961772
535,1301,0.961759818
536,1300,0.961687364
537,1299,0.961719273
538,1298,0.961644455
539,1297,0.960551364
540,1296,0.961690909
541,1295,0.961483091
542,1294,0.960443818
543,1293,0.961501182
544,1292,0.961544818
545,1291,0.959330909
546,1290,0.961584909
547,1289,0.961563455
548,1288,0.961547
549,1287,0.961488364
550,1286,0.961475909
551,1285,0.960301909
552,1284,0.961484273
553,1283,0.961360818
554,1282,0.961368909
555,1281,0.961369636
556,1280,0.961383
557,1279,0.961286455
558,1278,0.961316091
559,1277,0.961275727
560,1276,0.961219091
561,1275,0.961242182
562,1274,0.961164636
563,1273,0.961188273
564,1272,0.961124364
565,1271,0.961014273
566,1270,0.960916818
567,1269,0.960896636
568,1268,0.960755364
569,1267,0.960818182
570,1266,0.960870091
571,1265,0.960761455
572,1264,0.960852636
573,1263,0.960802273
574,1262,0.960843273
575,1261,0.960758273
576,1260,0.960799818
577,1259,0.960725545
578,1258,0.960615182
579,1257,0.960595909
580,1256,0.960501909
581,1255,0.960452273
582,1254,0.960501091
583,1253,0.960484091
584,1252,0.960392818
585,1251,0.960430455
586,1250,0.960388182
587,1249,0.960382091
588,1248,0.960208909
589,1247,0.960243273
590,1246,0.960189
591,1245,0.960187818
592,1244,0.960223364
593,1243,0.960168727
594,1242,0.960085909
595,1241,0.960008545
596,1240,0.959810545
597,1239,0.958872273
598,1238,0.960001727
599,1237,0.959976364
600,1236,0.958779818
601,1235,0.959855273
602,1234,0.959838636
603,1233,0.959413727
604,1232,0.959845
605,1231,0.958697364
606,1230,0.959728273
607,1229,0.959630727
608,1228,0.959620727
609,1227,0.959637727
610,1226,0.959657727
611,1225,0.959603
612,1224,0.958494364
613,1223,0.959520636
614,1222,0.959518909
615,1221,0.959468455
616,1220,0.959364364
617,1219,0.959395455
618,1218,0.959377
619,1217,0.959297
620,1216,0.959234636
621,1215,0.959239455
622,1214,0.959136636
623,1213,0.958076
624,1212,0.959085636
625,1211,0.957943818
626,1210,0.959046727
627,1209,0.958927
628,1208,0.957724636
629,1207,0.958742909
630,1206,0.958696182
631,1205,0.958743545
632,1204,0.958834
633,1203,0.958838
634,1202,0.958783273
635,1201,0.958745545
636,1200,0.958821
637,1199,0.958709
638,1198,0.958653364
639,1197,0.958618727
640,1196,0.958528818
641,1195,0.958424455
642,1194,0.958302636
643,1193,0.958324455
644,1192,0.958334636
645,1191,0.958358727
646,1190,0.958223273
647,1189,0.958297
648,1188,0.958233545
649,1187,0.958105545
650,1186,0.957992091
651,1185,0.957981455
652,1184,0.957952091
653,1183,0.957979182
654,1182,0.957911545
655,1181,0.957949818
656,1180,0.957831545
657,1179,0.957765727
658,1178,0.957774818
659,1177,0.956662091
660,1176,0.957688727
661,1175,0.957676182
662,1174,0.957597727
663,1173,0.957544273
664,1172,0.956449091
665,1171,0.957564727
666,1170,0.956400636
667,1169,0.957367455
668,1168,0.957382273
669,1167,0.957391364
670,1166,0.957322455
671,1165,0.957343273
672,1164,0.957269818
673,1163,0.957227182
674,1162,0.957177091
675,1161,0.957179
676,1160,0.957142636
677,1159,0.956034636
678,1158,0.957104273
679,1157,0.956748909
680,1156,0.957002455
681,1155,0.956946727
682,1154,0.955884455
683,1153,0.956801091
684,1152,0.956898364
685,1151,0.956769091
686,1150,0.956606727
687,1149,0.956729727
688,1148,0.956689727
689,1147,0.956640545
690,1146,0.956598
691,1145,0.956577909
692,1144,0.956552273
693,1143,0.956457
694,1142,0.956456364
695,1141,0.956381636
696,1140,0.956398818
697,1139,0.956346364
698,1138,0.956228
699,1137,0.956311455
700,1136,0.956277091
701,1135,0.956277636
702,1134,0.956247636
703,1133,0.956151727
704,1132,0.956060091
705,1131,0.956097727
706,1130,0.954929182
707,1129,0.954972273
708,1128,0.95607
709,1127,0.956078545
710,1126,0.956029273
711,1125,0.956060273
712,1124,0.955894727
713,1123,0.955958727
714,1122,0.955902545
715,1121,0.955883364
716,1120,0.955800455
717,1119,0.955792364
718,1118,0.955762091
719,1117,0.955737545
720,1116,0.955587273
721,1115,0.955686909
722,1114,0.955584182
723,1113,0.955504818
724,1112,0.954366091
725,1111,0.955344091
726,1110,0.955384727
727,1109,0.954301818
728,1108,0.955280909
729,1107,0.954204545
730,1106,0.955275273
731,1105,0.955248727
732,1104,0.955139273
733,1103,0.955217273
734,1102,0.954003
735,1101,0.954735727
736,1100,0.955045727
737,1099,0.955027818
738,1098,0.953850091
739,1097,0.954880636
740,1096,0.954976273
741,1095,0.954871909
742,1094,0.954899909
743,1093,0.954688818
744,1092,0.954743273
745,1091,0.954648455
746,1090,0.954630818
747,1089,0.954565545
748,1088,0.954595455
749,1087,0.954418364
750,1086,0.954427818
751,1085,0.954414909
752,1084,0.954368
753,1083,0.954308091
754,1082,0.954256909
755,1081,0.954166364
756,1080,0.953058545
757,1079,0.954064364
758,1078,0.954025909
759,1077,0.954001364
760,1076,0.954027273
761,1075,0.952892455
762,1074,0.953963
763,1073,0.95284
764,1072,0.953883
765,1071,0.953849727
766,1070,0.953847273
767,1069,0.953798727
768,1068,0.953617636
769,1067,0.953613273
770,1066,0.953735182
771,1065,0.953712273
772,1064,0.952533364
773,1063,0.953648727
774,1062,0.953690636
775,1061,0.953594636
776,1060,0.953499727
777,1059,0.953528727
778,1058,0.953423455
779,1057,0.953304727
780,1056,0.953251455
781,1055,0.952171
782,1054,0.953157455
783,1053,0.953192182
784,1052,0.952985091
785,1051,0.952995273
786,1050,0.953014727
787,1049,0.952993545
788,1048,0.952887455
789,1047,0.951805
790,1046,0.952804636
791,1045,0.952742545
792,1044,0.952740727
793,1043,0.952570545
794,1042,0.952670545
795,1041,0.952601727
796,1040,0.952510091
797,1039,0.952471455
798,1038,0.952454727
799,1037,0.952455909
800,1036,0.952330727
801,1035,0.952345636
802,1034,0.952263727
803,1033,0.952143455
804,1032,0.952192636
805,1031,0.952063
806,1030,0.952077
807,1029,0.951995182
808,1028,0.952042545
809,1027,0.951863727
810,1026,0.951924182
811,1025,0.951982636
812,1024,0.951882455
813,1023,0.951831636
814,1022,0.951887818
815,1021,0.951825091
816,1020,0.951816091
817,1019,0.951767909
818,1018,0.951696727
819,1017,0.951631
820,1016,0.951653909
821,1015,0.951582909
822,1014,0.951538727
823,1013,0.951404182
824,1012,0.951466636
825,1011,0.951332364
826,1010,0.951308545
827,1009,0.951343818
828,1008,0.951223545
829,1007,0.951239727
830,1006,0.951264
831,1005,0.951136273
832,1004,0.951098182
833,1003,0.951039182
834,1002,0.951021
835,1001,0.950934
836,1000,0.950991909
837,999,0.950840364
838,998,0.950828727
839,997,0.950838091
840,996,0.950696455
841,995,0.950746091
842,994,0.950611636
843,993,0.949506545
844,992,0.950582273
845,991,0.950554818
846,990,0.950484909
847,989,0.950479727
848,988,0.950387091
849,987,0.950292091
850,986,0.950300455
851,985,0.950338909
852,984,0.950206909
853,983,0.950174091
854,982,0.950094
855,981,0.950094091
856,980,0.950074455
857,979,0.950030727
858,978,0.950020091
859,977,0.949930364
860,976,0.949940909
861,975,0.949933545
862,974,0.949820182
863,973,0.949727
864,972,0.949668273
865,971,0.949678636
866,970,0.949668455
867,969,0.949689
868,968,0.949638
869,967,0.94961
870,966,0.949571091
871,965,0.949413909
872,964,0.949442818
873,963,0.949380545
874,962,0.949352727
875,961,0.949329364
876,960,0.949294545
877,959,0.949318273
878,958,0.949267727
879,957,0.949231273
880,956,0.949117636
881,955,0.949133545
882,954,0.949076818
883,953,0.949015273
884,952,0.948972636
885,951,0.948938273
886,950,0.948843455
887,949,0.948866182
888,948,0.948798182
889,947,0.948742091
890,946,0.948689
891,945,0.947551
892,944,0.948617455
893,943,0.948559273
894,942,0.948570818
895,941,0.948517455
896,940,0.948397273
897,939,0.948387909
898,938,0.948373364
899,937,0.948295273
900,936,0.948323091
901,935,0.948260182
902,934,0.948194273
903,933,0.948190273
904,932,0.948148455
905,931,0.948113455
906,930,0.948073182
907,929,0.947959636
908,928,0.947929818
909,927,0.947899182
910,926,0.947865182
911,925,0.947890182
912,924,0.947810636
913,923,0.947761727
914,922,0.947754909
915,921,0.947656455
916,920,0.947621909
917,919,0.947610636
918,918,0.947531909
919,917,0.947414273
920,916,0.947473909
921,915,0.947426909
922,914,0.947355273
923,913,0.947388727
924,912,0.947327
925,911,0.947307455
926,910,0.947241273
927,909,0.947198
928,908,0.947120091
929,907,0.947033818
930,906,0.947069818
931,905,0.947001818
932,904,0.947018364
933,903,0.947030909
934,902,0.946798727
935,901,0.946857364
936,900,0.946826
937,899,0.946750818
938,898,0.946742273
939,897,0.946668273
940,896,0.946665364
941,895,0.946657
942,894,0.946616818
943,893,0.946532636
944,892,0.946529909
945,891,0.946425
946,890,0.946458455
947,889,0.946351727
948,888,0.946324818
949,887,0.946337727
950,886,0.946238545
951,885,0.946140636
952,884,0.946125455
953,883,0.946136182
954,882,0.946079636
955,881,0.946030182
956,880,0.946005909
957,879,0.945966636
958,878,0.945923091
959,877,0.945886455
960,876,0.945819273
961,875,0.945778636
962,874,0.945755364
963,873,0.945702
964,872,0.945551818
965,871,0.945605273
966,870,0.945582
967,869,0.94554
968,868,0.945510091
969,867,0.945479455
970,866,0.945444727
971,865,0.945374
972,864,0.945318
973,863,0.945268727
974,862,0.945211636
975,861,0.945168182
976,860,0.945136364
977,859,0.945093727
978,858,0.945054636
979,857,0.945037818
980,856,0.945024091
981,855,0.944924182
982,854,0.944834909
983,853,0.944855091
984,852,0.944813273
985,851,0.944796455
986,850,0.944707727
987,849,0.944684545
988,848,0.944652364
989,847,0.944610545
990,846,0.944568091
991,845,0.944506273
992,844,0.944496545
993,843,0.944484364
994,842,0.944438727
995,841,0.944379636
996,840,0.944374818
997,839,0.944281455
998,838,0.944220818
999,837,0.944197273
1000,836,0.944186091
1001,835,0.944087909
1002,834,0.944101091
1003,833,0.944027
1004,832,0.944019545
1005,831,0.943918727
1006,830,0.943931455
1007,829,0.943875727
1008,828,0.943798909
1009,827,0.943753182
1010,826,0.943736818
1011,825,0.943741818
1012,824,0.943636091
1013,823,0.943658909
1014,822,0.943558727
1015,821,0.943489818
1016,820,0.943481273
1017,819,0.943417545
1018,818,0.943419
1019,817,0.943333364
1020,816,0.943324091
1021,815,0.943298636
1022,814,0.943239364
1023,813,0.943163636
1024,812,0.943112545
1025,811,0.943093273
1026,810,0.943064
1027,809,0.94296
1028,808,0.942934636
1029,807,0.942888182
1030,806,0.942874364
1031,805,0.942840909
1032,804,0.942742364
1033,803,0.942720727
1034,802,0.942662
1035,801,0.942626
1036,800,0.942582
1037,799,0.941431455
1038,798,0.942517455
1039,797,0.942451182
1040,796,0.942422182
1041,795,0.94233
1042,794,0.942356273
1043,793,0.942304909
1044,792,0.942225455
1045,791,0.942181455
1046,790,0.942124636
1047,789,0.942033182
1048,788,0.942028636
1049,787,0.941987
1050,786,0.941927545
1051,785,0.941917273
1052,784,0.941790455
1053,783,0.941755364
1054,782,0.941693909
1055,781,0.941628545
1056,780,0.941651636
1057,779,0.941575545
1058,778,0.941543273
1059,777,0.941504
1060,776,0.941396636
1061,775,0.941407
1062,774,0.941331364
1063,773,0.941309636
1064,772,0.941231273
1065,771,0.941206182
1066,770,0.941142727
1067,769,0.941115636
1068,768,0.941054091
1069,767,0.940988273
1070,766,0.940954
1071,765,0.940887818
1072,764,0.940865364
1073,763,0.940830182
1074,762,0.940803182
1075,761,0.940714727
1076,760,0.940657091
1077,759,0.940637909
1078,758,0.940563455
1079,757,0.940542091
1080,756,0.940530091
1081,755,0.940446636
1082,754,0.940381909
1083,753,0.940355364
1084,752,0.940315364
1085,751,0.940248818
1086,750,0.940172364
1087,749,0.940115545
1088,748,0.940102727
1089,747,0.940017182
1090,746,0.939954909
1091,745,0.939925727
1092,744,0.939860273
1093,743,0.939856091
1094,742,0.939795727
1095,741,0.939691727
1096,740,0.939674455
1097,739,0.939602818
1098,738,0.939571455
1099,737,0.939548545
1100,736,0.939491364
1101,735,0.939416818
1102,734,0.939425091
1103,733,0.939318364
1104,732,0.939303182
1105,731,0.939234727
1106,730,0.939165545
1107,729,0.939129636
1108,728,0.939129818
1109,727,0.939044091
1110,726,0.939006545
1111,725,0.938911545
1112,724,0.938885091
1113,723,0.938831636
1114,722,0.938783909
1115,721,0.938743636
1116,720,0.938682
1117,719,0.938642364
1118,718,0.938597273
1119,717,0.938545909
1120,716,0.938461273
1121,715,0.938416727
1122,714,0.938337182
1123,713,0.938306273
1124,712,0.938273545
1125,711,0.938248455
1126,710,0.938186818
1127,709,0.938124636
1128,708,0.938079545
1129,707,0.937984
1130,706,0.937965455
1131,705,0.937894545
1132,704,0.937827545
1133,703,0.937764818
1134,702,0.937767
1135,701,0.937682636
1136,700,0.937636364
1137,699,0.937575091
1138,698,0.937490818
1139,697,0.937406182
1140,696,0.937384364
1141,695,0.937327727
1142,694,0.937269455
1143,693,0.937271
1144,692,0.937218091
1145,691,0.937168909
1146,690,0.937097727
1147,689,0.937024182
1148,688,0.936976636
1149,687,0.936900727
1150,686,0.936910545
1151,685,0.936795727
1152,684,0.936777636
1153,683,0.936744091
1154,682,0.936634
1155,681,0.936587909
1156,680,0.936552909
1157,679,0.936481818
1158,678,0.936440636
1159,677,0.936337273
1160,676,0.936300364
1161,675,0.936260091
1162,674,0.936220545
1163,673,0.936156091
1164,672,0.936106727
1165,671,0.936039364
1166,670,0.936025455
1167,669,0.935946636
1168,668,0.935887455
1169,667,0.935894
1170,666,0.935797182
1171,665,0.935761091
1172,664,0.935711818
1173,663,0.935642818
1174,662,0.935557545
1175,661,0.935563364
1176,660,0.935478545
1177,659,0.935420273
1178,658,0.935366
1179,657,0.935361818
1180,656,0.935310818
1181,655,0.935239909
1182,654,0.935175455
1183,653,0.935138909
1184,652,0.935082182
1185,651,0.934993182
1186,650,0.934928182
1187,649,0.934837909
1188,648,0.934801091
1189,647,0.934765545
1190,646,0.934653636
1191,645,0.934634273
1192,644,0.934565818
1193,643,0.934505818
1194,642,0.934486455
1195,641,0.934362909
1196,640,0.934417636
1197,639,0.934451364
1198,638,0.934504909
1199,637,0.934479909
1200,636,0.934499364
1201,635,0.934474455
1202,634,0.934449091
1203,633,0.934387364
1204,632,0.934399909
1205,631,0.934334
1206,630,0.934248
1207,629,0.934222091
1208,628,0.934177182
1209,627,0.934092273
1210,626,0.934067818
1211,625,0.934004
1212,624,0.933971091
1213,623,0.933889182
1214,622,0.933844818
1215,621,0.933808273
1216,620,0.933763182
1217,619,0.933697364
1218,618,0.933633182
1219,617,0.933549545
1220,616,0.933494636
1221,615,0.933434545
1222,614,0.933340273
1223,613,0.933331545
1224,612,0.933271636
1225,611,0.933202818
1226,610,0.933144818
1227,609,0.933086364
1228,608,0.933056455
1229,607,0.932980818
1230,606,0.932925364
1231,605,0.932835273
1232,604,0.932815909
1233,603,0.932774727
1234,602,0.932694818
1235,601,0.932642
1236,600,0.932672273
1237,599,0.932649455
1238,598,0.932550364
1239,597,0.932486455
1240,596,0.932415091
1241,595,0.932364182
1242,594,0.932291545
1243,593,0.932187636
1244,592,0.932164
1245,591,0.932115
1246,590,0.932036182
1247,589,0.932021545
1248,588,0.931912182
1249,587,0.931866455
1250,586,0.931801
1251,585,0.931749455
1252,584,0.931680273
1253,583,0.931608909
1254,582,0.931528273
1255,581,0.931500091
1256,580,0.931389091
1257,579,0.931370364
1258,578,0.931306455
1259,577,0.931270545
1260,576,0.931198818
1261,575,0.931144273
1262,574,0.931094455
1263,573,0.931053364
1264,572,0.930964727
1265,571,0.930927091
1266,570,0.930867182
1267,569,0.930797091
1268,568,0.930727091
1269,567,0.930672455
1270,566,0.930606818
1271,565,0.930573182
1272,564,0.930487909
1273,563,0.930402455
1274,562,0.930392182
1275,561,0.930314
1276,560,0.930285545
1277,559,0.930210273
1278,558,0.930162273
1279,557,0.930094364
1280,556,0.930041818
1281,555,0.929992273
1282,554,0.929877182
1283,553,0.929806091
1284,552,0.929794636
1285,551,0.929730545
1286,550,0.928506273
1287,549,0.929575727
1288,548,0.929524545
1289,547,0.929414273
1290,546,0.929363091
1291,545,0.929293182
1292,544,0.929189273
1293,543,0.929151273
1294,542,0.929091182
1295,541,0.929017364
1296,540,0.928992818
