Cycle,RUL,SOH
101,1537,0.965913455
102,1536,0.965813364
103,1535,0.965819
104,1534,0.965818091
105,1533,0.965795091
106,1532,0.965778182
107,1531,0.965726364
108,1530,0.965731818
109,1529,0.965783273
110,1528,0.965747636
111,1527,0.965808545
112,1526,0.965817273
113,1525,0.965873364
114,1524,0.965820091
115,1523,0.965795909
116,1522,0.965730455
117,1521,0.965778727
118,1520,0.965900182
119,1519,0.965855273
120,1518,0.964743636
121,1517,0.965873727
122,1516,0.965894636
123,1515,0.965911727
124,1514,0.965817818
125,1513,0.965845727
126,1512,0.96575
127,1511,0.965516545
128,1510,0.965654545
129,1509,0.965565
130,1508,0.965574545
131,1507,0.965260273
132,1506,0.965443273
133,1505,0.965440364
134,1504,0.965307818
135,1503,0.965347545
136,1502,0.965255818
137,1501,0.965176182
138,1500,0.965055
139,1499,0.965042909
140,1498,0.965028091
141,1497,0.964978909
142,1496,0.964820091
143,1495,0.964847727
144,1494,0.965019545
145,1493,0.965025818
146,1492,0.964844727
147,1491,0.965053636
148,1490,0.965129182
149,1489,0.965216364
150,1488,0.965123909
151,1487,0.965121364
152,1486,0.963940909
153,1485,0.965064182
154,1484,0.965077455
155,1483,0.965165545
156,1482,0.965085
157,1481,0.965048818
158,1480,0.964963727
159,1479,0.964909364
160,1478,0.964903545
161,1477,0.964764818
162,1476,0.964670545
163,1475,0.964602636
164,1474,0.964574818
165,1473,0.964475091
166,1472,0.964462727
167,1471,0.964327727
168,1470,0.964468545
169,1469,0.964363364
170,1468,0.964263818
171,1467,0.964167727
172,1466,0.964182364
173,1465,0.964002545
174,1464,0.964180091
175,1463,0.964179273
176,1462,0.964191364
177,1461,0.964280273
178,1460,0.964374455
179,1459,0.964261909
180,1458,0.964249273
181,1457,0.964107364
182,1456,0.964149636
183,1455,0.964195636
184,1454,0.963079182
185,1453,0.964139455
186,1452,0.964031455
187,1451,0.964006182
188,1450,0.963947455
189,1449,0.963869182
190,1448,0.963922091
191,1447,0.963911818
192,1446,0.963770818
193,1445,0.963663727
194,1444,0.963733455
195,1443,0.963687182
196,1442,0.963749
197,1441,0.963546727
198,1440,0.963589364
199,1439,0.963507636
200,1438,0.963412727
201,1437,0.963305818
202,1436,0.963280182
203,1435,0.963235455
204,1434,0.963170636
205,1433,0.963255182
206,1432,0.963092545
207,1431,0.963331818
208,1430,0.963270273
209,1429,0.962190273
210,1428,0.963256545
211,1427,0.963254636
212,1426,0.963240455
213,1425,0.963307636
214,1424,0.963227455
215,1423,0.963258455
216,1422,0.963315455
217,1421,0.963284364
218,1420,0.963257
219,1419,0.963142091
220,1418,0.963081636
221,1417,0.962852909
222,1416,0.962931636
223,1415,0.961898545
224,1414,0.962962818
225,1413,0.962837091
226,1412,0.962849091
227,1411,0.962834
228,1410,0.961703909
229,1409,0.962787364
230,1408,0.962795545
231,1407,0.962768727
232,1406,0.962811818
233,1405,0.962608636
234,1404,0.96257
235,1403,0.962615455
236,1402,0.962424182
237,1401,0.962449727
238,1400,0.962430545
239,1399,0.962403727
240,1398,0.962462
241,1397,0.962356727
242,1396,0.962218727
243,1395,0.962287273
244,1394,0.962350818
245,1393,0.962312636
246,1392,0.962204727
247,1391,0.962176455
248,1390,0.962212182
249,1389,0.960975545
250,1388,0.962171
251,1387,0.962042364
252,1386,0.962032364
253,1385,0.961910636
254,1384,0.961881364
255,1383,0.961827364
256,1382,0.961774364
257,1381,0.961700909
258,1380,0.961747636
259,1379,0.961698818
260,1378,0.961722909
261,1377,0.961667909
262,1376,0.961584636
263,1375,0.961514091
264,1374,0.961362364
265,1373,0.961545636
266,1372,0.961392455
267,1371,0.961346455
268,1370,0.961288545
269,1369,0.961210364
270,1368,0.961249
271,1367,0.961200091
272,1366,0.961196818
273,1365,0.961158636
274,1364,0.961072727
275,1363,0.961037455
276,1362,0.961117545
277,1361,0.960944273
278,1360,0.960896818
279,1359,0.960887636
280,1358,0.960898182
281,1357,0.960808545
282,1356,0.960832364
283,1355,0.960572545
284,1354,0.960719182
285,1353,0.960728909
286,1352,0.960699091
287,1351,0.960617091
288,1350,0.960653455
289,1349,0.960563091
290,1348,0.960480182
291,1347,0.960528455
292,1346,0.960375
293,1345,0.960514636
294,1344,0.960313636
295,1343,0.960201
296,1342,0.960221091
297,1341,0.960274636
298,1340,0.960141182
299,1339,0.960039182
300,1338,0.960072636
301,1337,0.959952091
302,1336,0.959940727
303,1335,0.959890455
304,1334,0.959824727
305,1333,0.959744273
306,1332,0.959742727
307,1331,0.959723364
308,1330,0.959717818
309,1329,0.959786545
310,1328,0.959668273
311,1327,0.959616909
312,1326,0.958480273
313,1325,0.959489545
314,1324,0.959482636
315,1323,0.959420182
316,1322,0.959478273
317,1321,0.959528364
318,1320,0.959449545
319,1319,0.959476909
320,1318,0.959377273
321,1317,0.959290818
322,1316,0.959243545
323,1315,0.959201364
324,1314,0.959165182
325,1313,0.959104636
326,1312,0.959065727
327,1311,0.959110182
328,1310,0.957901273
329,1309,0.959025
330,1308,0.958958
331,1307,0.958950909
332,1306,0.958897727
333,1305,0.958861727
334,1304,0.958730818
335,1303,0.958812909
336,1302,0.958737273
337,1301,0.958642545
338,1300,0.958596818
339,1299,0.958556364
340,1298,0.958568636
341,1297,0.958605364
342,1296,0.958462091
343,1295,0.958460364
344,1294,0.958269
345,1293,0.958316182
346,1292,0.958377273
347,1291,0.958356455
348,1290,0.958358818
349,1289,0.958387273
350,1288,0.958366909
351,1287,0.958161364
352,1286,0.958176091
353,1285,0.958146182
354,1284,0.958099364
355,1283,0.958110091
356,1282,0.958018091
357,1281,0.957983545
358,1280,0.957841
359,1279,0.957926818
360,1278,0.957853455
361,1277,0.957870182
362,1276,0.957784545
363,1275,0.957731182
364,1274,0.957713545
365,1273,0.957725455
366,1272,0.957663091
367,1271,0.957598182
368,1270,0.957570273
369,1269,0.957444364
370,1268,0.957319455
371,1267,0.957352455
372,1266,0.957413364
373,1265,0.957329909
374,1264,0.957338818
375,1263,0.957217727
376,1262,0.957250455
377,1261,0.957156273
378,1260,0.957252636
379,1259,0.957269091
380,1258,0.957171182
381,1257,0.956169545
382,1256,0.957193364
383,1255,0.957156818
384,1254,0.957176
385,1253,0.957080636
386,1252,0.957074727
387,1251,0.957063
388,1250,0.957016273
389,1249,0.957012818
390,1248,0.956940455
391,1247,0.956942364
392,1246,0.956906727
393,1245,0.956899545
394,1244,0.956805182
395,1243,0.956800727
396,1242,0.956804818
397,1241,0.956788909
398,1240,0.956668
399,1239,0.95664
400,1238,0.956657455
401,1237,0.956627
402,1236,0.956606545
403,1235,0.956495455
404,1234,0.956451545
405,1233,0.956427909
406,1232,0.956428455
407,1231,0.956394455
408,1230,0.956334182
409,1229,0.956334545
410,1228,0.956203182
411,1227,0.956267727
412,1226,0.956245091
413,1225,0.956222727
414,1224,0.956098818
415,1223,0.956149182
416,1222,0.956070273
417,1221,0.956037727
418,1220,0.955966727
419,1219,0.955946636
420,1218,0.955886273
421,1217,0.955860091
422,1216,0.955865909
423,1215,0.955794273
424,1214,0.955720455
425,1213,0.955739455
426,1212,0.955566364
427,1211,0.955732727
428,1210,0.955603
429,1209,0.955642455
430,1208,0.955502545
431,1207,0.955550818
432,1206,0.955439727
433,1205,0.955456909
434,1204,0.954280909
435,1203,0.955241364
436,1202,0.955300182
437,1201,0.955291636
438,1200,0.955259182
439,1199,0.955248273
440,1198,0.955136909
441,1197,0.955178636
442,1196,0.955184545
443,1195,0.955180727
444,1194,0.955171
445,1193,0.955084
446,1192,0.954927727
447,1191,0.955053909
448,1190,0.955059091
449,1189,0.955050545
450,1188,0.954912455
451,1187,0.954872455
452,1186,0.954582818
453,1185,0.954860909
454,1184,0.954756182
455,1183,0.954751545
456,1182,0.954750818
457,1181,0.954703818
458,1180,0.954585
459,1179,0.95455
460,1178,0.954465727
461,1177,0.954479455
462,1176,0.954443364
463,1175,0.954360273
464,1174,0.954277545
465,1173,0.954229
466,1172,0.954224455
467,1171,0.954130545
468,1170,0.954245364
469,1169,0.954054909
470,1168,0.953812364
471,1167,0.953899
472,1166,0.953875455
473,1165,0.953881091
474,1164,0.953961091
475,1163,0.953946
476,1162,0.953897545
477,1161,0.952838364
478,1160,0.953836364
479,1159,0.953845364
480,1158,0.953846182
481,1157,0.953802455
482,1156,0.953775
483,1155,0.953720455
484,1154,0.953664
485,1153,0.953651636
486,1152,0.953618909
487,1151,0.953587545
488,1150,0.953575273
489,1149,0.953571182
490,1148,0.953497636
491,1147,0.953450182
492,1146,0.953370909
493,1145,0.953303818
494,1144,0.953260091
495,1143,0.953287455
496,1142,0.953265182
497,1141,0.953121636
498,1140,0.953105
499,1139,0.953064273
500,1138,0.953005727
501,1137,0.952777091
502,1136,0.952854364
503,1135,0.952832273
504,1134,0.952864091
505,1133,0.952582182
506,1132,0.952067273
507,1131,0.952658455
508,1130,0.952709455
509,1129,0.952709909
510,1128,0.952571091
511,1127,0.952547182
512,1126,0.952484273
513,1125,0.952484182
514,1124,0.952563273
515,1123,0.951351273
516,1122,0.952361636
517,1121,0.952299364
518,1120,0.952302455
519,1119,0.951166909
520,1118,0.952078818
521,1117,0.952161364
522,1116,0.952046364
523,1115,0.952035545
524,1114,0.952004182
525,1113,0.951982636
526,1112,0.951684727
527,1111,0.951824364
528,1110,0.951766
529,1109,0.951759636
530,1108,0.951673
531,1107,0.951590636
532,1106,0.951499
533,1105,0.951449727
534,1104,0.951353636
535,1103,0.951261545
536,1102,0.951310091
537,1101,0.951218727
538,1100,0.951191636
539,1099,0.951126455
540,1098,0.951261545
541,1097,0.951249636
542,1096,0.951113182
543,1095,0.951213364
544,1094,0.951247545
545,1093,0.951263545
546,1092,0.951185455
547,1091,0.951140364
548,1090,0.951142636
549,1089,0.951144909
550,1088,0.951101909
551,1087,0.951070545
552,1086,0.950950909
553,1085,0.950946909
554,1084,0.950886727
555,1083,0.950831818
556,1082,0.950802818
557,1081,0.950799182
558,1080,0.950737091
559,1079,0.950684909
560,1078,0.950636545
561,1077,0.950521091
562,1076,0.950590545
563,1075,0.950301455
564,1074,0.950358273
565,1073,0.950325364
566,1072,0.949146
567,1071,0.950229091
568,1070,0.950173
569,1069,0.950143364
570,1068,0.948974364
571,1067,0.950143
572,1066,0.950064455
573,1065,0.949987909
574,1064,0.949965818
575,1063,0.948785636
576,1062,0.949894545
577,1061,0.949887545
578,1060,0.949791364
579,1059,0.949789273
580,1058,0.949833545
581,1057,0.949845273
582,1056,0.949714636
583,1055,0.949803091
584,1054,0.949769909
585,1053,0.949803364
586,1052,0.949689182
587,1051,0.949707182
588,1050,0.949679091
589,1049,0.949683091
590,1048,0.949565455
591,1047,0.949549545
592,1046,0.949483273
593,1045,0.949376273
594,1044,0.949409364
595,1043,0.949399364
596,1042,0.949404545
597,1041,0.949368727
598,1040,0.949328727
599,1039,0.949341455
600,1038,0.949216455
601,1037,0.949255455
602,1036,0.949021
603,1035,0.949107273
604,1034,0.949021182
605,1033,0.948935182
606,1032,0.948926818
607,1031,0.948950091
608,1030,0.948867273
609,1029,0.948819182
610,1028,0.948812636
611,1027,0.948753273
612,1026,0.948839091
613,1025,0.948709545
614,1024,0.948656545
615,1023,0.948645455
616,1022,0.948585818
617,1021,0.948549182
618,1020,0.948619273
619,1019,0.948425273
620,1018,0.948482455
621,1017,0.948428909
622,1016,0.948336455
623,1015,0.948142545
624,1014,0.948316364
625,1013,0.948191091
626,1012,0.948128455
627,1011,0.948148636
628,1010,0.948090636
629,1009,0.948118273
630,1008,0.948062273
631,1007,0.948001455
632,1006,0.947935455
633,1005,0.947903545
634,1004,0.947859636
635,1003,0.947752182
636,1002,0.947806727
637,1001,0.947762545
638,1000,0.947660182
639,999,0.947647
640,998,0.947583909
641,997,0.947628909
642,996,0.947607455
643,995,0.947562455
644,994,0.947479909
645,993,0.947453182
646,992,0.947451727
647,991,0.947390909
648,990,0.947460818
649,989,0.947372909
650,988,0.947276
651,987,0.947287636
652,986,0.947213182
653,985,0.947095182
654,984,0.947104273
655,983,0.947008636
656,982,0.946966545
657,981,0.946883273
658,980,0.946924273
659,979,0.946853364
660,978,0.946866182
661,977,0.946759273
662,976,0.946753636
663,975,0.946730909
664,974,0.946717364
665,973,0.946680182
666,972,0.946578545
667,971,0.946496182
668,970,0.946478455
669,969,0.946524455
670,968,0.946420182
671,967,0.946117
672,966,0.946337455
673,965,0.946392818
674,964,0.946310545
675,963,0.946314636
676,962,0.946279727
677,961,0.946199909
678,960,0.946251545
679,959,0.946091818
680,958,0.946109636
681,957,0.944902909
682,956,0.946039909
683,955,0.945850909
684,954,0.945866909
685,953,0.945788273
686,952,0.945684909
687,951,0.945688182
688,950,0.945707818
689,949,0.945671455
690,948,0.945666091
691,947,0.945512364
692,946,0.945510455
693,945,0.945397091
694,944,0.945324909
695,943,0.945286636
696,942,0.945137727
697,941,0.945265818
698,940,0.945172545
699,939,0.945183
700,938,0.945092364
701,937,0.945032818
702,936,0.943905
703,935,0.944960364
704,934,0.944787545
705,933,0.944943455
706,932,0.944852182
707,931,0.944750091
708,930,0.944672364
709,929,0.944724
710,928,0.944593818
711,927,0.944653818
712,926,0.944612
713,925,0.944509909
714,924,0.944378727
715,923,0.944508636
716,922,0.944436
717,921,0.944407273
718,920,0.944418727
719,919,0.943278909
720,918,0.944322818
721,917,0.944381
722,916,0.944321273
723,915,0.944296
724,914,0.944270364
725,913,0.944181909
726,912,0.944271455
727,911,0.944250818
728,910,0.944127091
729,909,0.944082182
730,908,0.943995364
731,907,0.943843909
732,906,0.943815636
733,905,0.943863091
734,904,0.943765545
735,903,0.943757091
736,902,0.943751545
737,901,0.943683818
738,900,0.943666091
739,899,0.943546727
740,898,0.943468818
741,897,0.943463636
742,896,0.943403364
743,895,0.943419364
744,894,0.943351182
745,893,0.943431273
746,892,0.943349364
747,891,0.943329636
748,890,0.943295455
749,889,0.943184
750,888,0.943355818
751,887,0.943165182
752,886,0.942929727
753,885,0.943067636
754,884,0.943083
755,883,0.943064727
756,882,0.943075636
757,881,0.943034091
758,880,0.943026636
759,879,0.942977818
760,878,0.942953727
761,877,0.942878636
762,876,0.942839182
763,875,0.942846455
764,874,0.942780636
765,873,0.942773273
766,872,0.942654636
767,871,0.942642727
768,870,0.942603545
769,869,0.942632
770,868,0.942591
771,867,0.942478273
772,866,0.942459
773,865,0.942416273
774,864,0.942381182
775,863,0.942262455
776,862,0.942158364
777,861,0.942163273
778,860,0.942196091
779,859,0.942175636
780,858,0.942171364
781,857,0.942152273
782,856,0.942091364
783,855,0.942134
784,854,0.942046545
785,853,0.941965182
786,852,0.941975364
787,851,0.941988545
788,850,0.941896909
789,849,0.941831636
790,848,0.941753818
791,847,0.941766
792,846,0.941683909
793,845,0.941652455
794,844,0.941591455
795,843,0.941608273
796,842,0.941497455
797,841,0.941368
798,840,0.941370818
799,839,0.941380545
800,838,0.941298636
801,837,0.941179455
802,836,0.941096636
803,835,0.941140182
804,834,0.941024545
805,833,0.941000818
806,832,0.940984364
807,831,0.940886182
808,830,0.940792
809,829,0.940750273
810,828,0.940553273
811,827,0.940730364
812,826,0.940662909
813,825,0.940512182
814,824,0.940572
815,823,0.940505364
816,822,0.940518455
817,821,0.940392545
818,820,0.940261818
819,819,0.940297
820,818,0.940310545
821,817,0.940281818
822,816,0.94029
823,815,0.940149455
824,814,0.940108818
825,813,0.940251818
826,812,0.940157273
827,811,0.940114909
828,810,0.940054727
829,809,0.940042091
830,808,0.940007545
831,807,0.939932182
832,806,0.939832909
833,805,0.939800818
834,804,0.939794273
835,803,0.939702091
836,802,0.939552636
837,801,0.939587364
838,800,0.939420182
839,799,0.939436364
840,798,0.939604909
841,797,0.939415818
842,796,0.939352818
843,795,0.939281091
844,794,0.939143636
845,793,0.939033636
846,792,0.939006182
847,791,0.939001818
848,790,0.938922636
849,789,0.938808727
850,788,0.938809909
851,787,0.938827
852,786,0.938733455
853,785,0.938796818
854,784,0.938701727
855,783,0.938659182
856,782,0.938613545
857,781,0.937511364
858,780,0.938597818
859,779,0.938588909
860,778,0.938436636
861,777,0.938433091
862,776,0.938298909
863,775,0.938270636
864,774,0.938215273
865,773,0.938211
866,772,0.938106273
867,771,0.938081545
868,770,0.938051273
869,769,0.938044
870,768,0.937938364
871,767,0.938025636
872,766,0.937933091
873,765,0.937915091
874,764,0.937881455
875,763,0.937841364
876,762,0.937782818
877,761,0.937697909
878,760,0.937600545
879,759,0.937664636
880,758,0.937607727
881,757,0.937612636
882,756,0.937504
883,755,0.937395091
884,754,0.937420818
885,753,0.937139545
886,752,0.937299909
887,751,0.937225909
888,750,0.937161091
889,749,0.937110727
890,748,0.937053273
891,747,0.936860091
892,746,0.935816909
893,745,0.936940909
894,744,0.936903545
895,743,0.936860091
896,742,0.936727182
897,741,0.936745636
898,740,0.936637909
899,739,0.936638909
900,738,0.936479364
901,737,0.936487455
902,736,0.936438182
903,735,0.936444909
904,734,0.936383636
905,733,0.936366727
906,732,0.936228909
907,731,0.936265
908,730,0.936148455
909,729,0.936153727
910,728,0.936053818
911,727,0.936000818
912,726,0.935892273
913,725,0.935950818
914,724,0.935924636
915,723,0.935827455
916,722,0.935778909
917,721,0.935723364
918,720,0.935729455
919,719,0.935671091
920,718,0.935620727
921,717,0.935528455
922,716,0.935447364
923,715,0.935473727
924,714,0.935411455
925,713,0.935404
926,712,0.935358545
927,711,0.935379091
928,710,0.935385545
929,709,0.935303182
930,708,0.935239909
931,707,0.935113545
932,706,0.935198727
933,705,0.935059
934,704,0.934992273
935,703,0.934994727
936,702,0.934870545
937,701,0.934875273
938,700,0.934831273
939,699,0.934741727
940,698,0.934763455
941,697,0.934670727
942,696,0.934677273
943,695,0.934688636
944,694,0.934680636
945,693,0.934595727
946,692,0.934508636
947,691,0.934463091
948,690,0.934501545
949,689,0.934367
950,688,0.934295727
951,687,0.934371182
952,686,0.934289364
953,685,0.934203636
954,684,0.934129
955,683,0.934057091
956,682,0.934094545
957,681,0.933959636
958,680,0.933863364
959,679,0.933867818
960,678,0.933773636
961,677,0.933724182
962,676,0.933620273
963,675,0.933676636
964,674,0.933442455
965,673,0.933354364
966,672,0.933394091
967,671,0.933375364
968,670,0.933243818
969,669,0.933226818
970,668,0.933189909
971,667,0.933113727
972,666,0.933007182
973,665,0.932959273
974,664,0.932845545
975,663,0.932920636
976,662,0.932801273
977,661,0.932702727
978,660,0.932603273
979,659,0.932653636
980,658,0.932692727
981,657,0.932541909
982,656,0.932508455
983,655,0.932514455
984,654,0.932456273
985,653,0.932431182
986,652,0.932347091
987,651,0.932255545
988,650,0.932259818
989,649,0.932098091
990,648,0.932040545
991,647,0.93196
992,646,0.931944455
993,645,0.931885909
994,644,0.931819545
995,643,0.931780727
996,642,0.931695091
997,641,0.931672364
998,640,0.931637727
999,639,0.931582
1000,638,0.931527182
1001,637,0.931472909
1002,636,0.931422455
1003,635,0.931395
1004,634,0.931246
1005,633,0.931240455
1006,632,0.931248
1007,631,0.931019818
1008,630,0.931079636
1009,629,0.931050091
1010,628,0.930959818
1011,627,0.930928455
1012,626,0.930875455
1013,625,0.930841727
1014,624,0.930768364
1015,623,0.930649909
1016,622,0.930683909
1017,621,0.930577909
1018,620,0.930613818
1019,619,0.930527818
1020,618,0.930555636
1021,617,0.930399455
1022,616,0.930399364
1023,615,0.930349818
1024,614,0.930281364
1025,613,0.930110091
1026,612,0.930125636
1027,611,0.930003818
1028,610,0.930070636
1029,609,0.929966
1030,608,0.929972364
1031,607,0.929913818
1032,606,0.928817909
1033,605,0.929803091
1034,604,0.929713273
1035,603,0.929707727
1036,602,0.929608545
1037,601,0.929566636
1038,600,0.929560909
1039,599,0.929461636
1040,598,0.929337727
1041,597,0.929269909
1042,596,0.929279545
1043,595,0.929257364
1044,594,0.929210818
1045,593,0.929090364
1046,592,0.929065636
1047,591,0.929005
1048,590,0.928914909
1049,589,0.928916182
1050,588,0.928800455
1051,587,0.928684
1052,586,0.928620091
1053,585,0.928573909
1054,584,0.928657364
1055,583,0.928529909
1056,582,0.928477455
1057,581,0.928383273
1058,580,0.928368091
1059,579,0.928251
1060,578,0.928241364
1061,577,0.928215909
1062,576,0.928129364
1063,575,0.928105636
1064,574,0.928063909
1065,573,0.927999364
1066,572,0.927927364
1067,571,0.927896727
1068,570,0.927832455
1069,569,0.927838091
1070,568,0.927780455
1071,567,0.927693636
1072,566,0.927738727
1073,565,0.927577364
1074,564,0.927471273
1075,563,0.927440545
1076,562,0.927332
1077,561,0.927360818
1078,560,0.927330182
1079,559,0.927252909
1080,558,0.927120727
1081,557,0.927044818
1082,556,0.926998727
1083,555,0.927032818
1084,554,0.926972727
1085,553,0.926903455
1086,552,0.926884091
1087,551,0.926776273
1088,550,0.926699545
1089,549,0.926722909
1090,548,0.926671182
1091,547,0.926606727
1092,546,0.926563636
1093,545,0.926398364
1094,544,0.926391364
1095,543,0.926419636
1096,542,0.926319273
1097,541,0.926266
1098,540,0.926183909
1099,539,0.926073636
1100,538,0.926055727
1101,537,0.925883273
1102,536,0.925901818
1103,535,0.924733
1104,534,0.925770909
1105,533,0.925710273
1106,532,0.925687364
1107,531,0.925623364
1108,530,0.925613091
1109,529,0.925578818
1110,528,0.925503545
1111,527,0.925349727
1112,526,0.925353
1113,525,0.925246545
1114,524,0.925199727
1115,523,0.925144
1116,522,0.925035364
1117,521,0.924997909
1118,520,0.924960364
1119,519,0.924866
1120,518,0.924778091
1121,517,0.924747727
1122,516,0.924659727
1123,515,0.924658
1124,514,0.924543909
1125,513,0.924476273
1126,512,0.924464364
1127,511,0.924362455
1128,510,0.924363636
1129,509,0.924235909
1130,508,0.924237091
1131,507,0.924142636
1132,506,0.924015
1133,505,0.923945727
1134,504,0.923902
1135,503,0.923803273
1136,502,0.923705182
1137,501,0.923607455
1138,500,0.923604091
1139,499,0.922391636
1140,498,0.923504636
1141,497,0.923390727
1142,496,0.923322
1143,495,0.923226
1144,494,0.923201091
1145,493,0.923204727
1146,492,0.92312
1147,491,0.923057545
1148,490,0.922968091
1149,489,0.922876182
1150,488,0.922785091
1151,487,0.922738
1152,486,0.922629727
1153,485,0.922601182
1154,484,0.922531091
1155,483,0.922475182
1156,482,0.922423727
1157,481,0.922318182
1158,480,0.922311
1159,479,0.922200636
1160,478,0.922175818
1161,477,0.922120727
1162,476,0.922009364
1163,475,0.921947455
1164,474,0.921863455
1165,473,0.921796364
1166,472,0.921678182
1167,471,0.921631727
1168,470,0.921532818
1169,469,0.921446818
1170,468,0.921362818
1171,467,0.921275364
1172,466,0.921221
1173,465,0.921121909
1174,464,0.921069091
1175,463,0.919878636
1176,462,0.920928727
1177,461,0.920868818
1178,460,0.920760182
1179,459,0.920671727
1180,458,0.920631818
1181,457,0.920522182
1182,456,0.920452818
1183,455,0.920347273
1184,454,0.920324545
1185,453,0.920271182
1186,452,0.920150727
1187,451,0.920096818
1188,450,0.919977818
1189,449,0.919941909
1190,448,0.919878909
1191,447,0.919803727
1192,446,0.919727455
1193,445,0.919652273
1194,444,0.919584
1195,443,0.919574909
1196,442,0.919460909
1197,441,0.919368455
1198,440,0.919265636
1199,439,0.919184727
1200,438,0.919106909
1201,437,0.919006182
1202,436,0.918926455
1203,435,0.918914
1204,434,0.918839636
1205,433,0.918768091
1206,432,0.918650273
1207,431,0.918615364
1208,430,0.918477818
1209,429,0.918375455
1210,428,0.918282818
1211,427,0.918115091
1212,426,0.918109273
1213,425,0.918092818
1214,424,0.917967909
1215,423,0.917912
1216,422,0.917777182
1217,421,0.917701727
1218,420,0.917621273
1219,419,0.917529727
1220,418,0.917389636
1221,417,0.917345636
1222,416,0.917264455
1223,415,0.917176364
1224,414,0.917115364
1225,413,0.916997727
1226,412,0.916935
1227,411,0.916786455
1228,410,0.916732364
1229,409,0.916658636
1230,408,0.916525364
1231,407,0.916399
1232,406,0.916344909
1233,405,0.916256
1234,404,0.916120909
1235,403,0.916030364
1236,402,0.915946727
1237,401,0.915871273
1238,400,0.915827091
1239,399,0.915652182
1240,398,0.915589364
1241,397,0.915505909
1242,396,0.915419727
1243,395,0.915373636
1244,394,0.915167182
1245,393,0.915088545
1246,392,0.915050545
1247,391,0.914926091
1248,390,0.914829364
1249,389,0.91471
1250,388,0.914611364
1251,387,0.914503091
1252,386,0.914399818
1253,385,0.914302455
1254,384,0.914176091
1255,383,0.914103182
1256,382,0.913972182
1257,381,0.913868636
1258,380,0.913749455
1259,379,0.913683545
1260,378,0.913577091
1261,377,0.913488636
1262,376,0.913364091
1263,375,0.913302273
1264,374,0.913185818
1265,373,0.913032273
1266,372,0.912934636
1267,371,0.912783182
1268,370,0.912671636
1269,369,0.912551364
1270,368,0.912492091
1271,367,0.912345636
1272,366,0.912248364
1273,365,0.912140364
1274,364,0.912033818
1275,363,0.911870909
1276,362,0.911788
1277,361,0.911607091
1278,360,0.911463182
1279,359,0.911365636
1280,358,0.911281182
1281,357,0.911131273
1282,356,0.910998818
1283,355,0.910930636
1284,354,0.910761545
1285,353,0.910735273
1286,352,0.910709364
1287,351,0.910625455
1288,350,0.910558091
1289,349,0.910493636
1290,348,0.910388273
1291,347,0.910225
1292,346,0.910201182
1293,345,0.910072636
1294,344,0.910008273
1295,343,0.909854455
1296,342,0.909746909
1297,341,0.909626273
1298,340,0.909472364
1299,339,0.909317545
1300,338,0.909194545
1301,337,0.909130818
1302,336,0.908994136
1303,335,0.908846309
1304,334,0.908746227
1305,333,0.908629682
1306,332,0.908467336
1307,331,0.908348727
1308,330,0.908207836
1309,329,0.908048909
1310,328,0.907912955
1311,327,0.907736745
1312,326,0.9076041
1313,325,0.907414118
